seq_id	position	gene_name	gene_position	treatment	replicate	gene_product
G_contig000058	137787.0	G_03608/nudK	intergenic_(+1302/+325)	0	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136544.0	G_03608/nudK	intergenic_(+59/+1568)	1	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136552.0	G_03608/nudK	intergenic_(+67/+1560)	1	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136555.0	G_03608/nudK	intergenic_(+70/+1557)	1	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136861.0	G_03608/nudK	intergenic_(+376/+1251)	1	5	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136652.0	G_03608/nudK	intergenic_(+167/+1460)	2	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136654.0	G_03608/nudK	intergenic_(+169/+1458)	2	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000058	136782.0	G_03608/nudK	intergenic_(+297/+1330)	2	3	hypothetical_protein/GDP-mannose_pyrophosphatase_NudK
G_contig000090	132641.0	arcD_2	922	0	1	Arginine/ornithine_antiporter
G_contig000090	132643.0	arcD_2	924	0	1	Arginine/ornithine_antiporter
G_contig000090	132645.0	arcD_2	926	0	1	Arginine/ornithine_antiporter
G_contig000090	132656.0	arcD_2	937	0	1	Arginine/ornithine_antiporter
G_contig000090	131785.0	arcD_2	66	0	2	Arginine/ornithine_antiporter
G_contig000090	131870.0	arcD_2	151	0	3	Arginine/ornithine_antiporter
G_contig000090	132133.0	arcD_2	414	0	3	Arginine/ornithine_antiporter
G_contig000090	132142.0	arcD_2	423	0	3	Arginine/ornithine_antiporter
G_contig000090	132735.0	arcD_2	1016	0	3	Arginine/ornithine_antiporter
G_contig000090	132740.0	arcD_2	1021	0	3	Arginine/ornithine_antiporter
G_contig000090	132742.0	arcD_2	1023	0	3	Arginine/ornithine_antiporter
G_contig000090	132826.0	arcD_2	1107	0	3	Arginine/ornithine_antiporter
G_contig000090	132061.0	arcD_2	342	0	4	Arginine/ornithine_antiporter
G_contig000090	132851.0	arcD_2	1132	0	4	Arginine/ornithine_antiporter
G_contig000090	132857.0	arcD_2	1138	0	4	Arginine/ornithine_antiporter
G_contig000090	133021.0	arcD_2	1302	1	1	Arginine/ornithine_antiporter
G_contig000090	131914.0	arcD_2	195	1	2	Arginine/ornithine_antiporter
G_contig000090	131189.0	arcD_1	85	0	2	Arginine/ornithine_antiporter
G_contig000090	131190.0	arcD_1	84	0	2	Arginine/ornithine_antiporter
G_contig000090	131025.0	arcD_1	249	0	3	Arginine/ornithine_antiporter
G_contig000090	131028.0	arcD_1	246	0	3	Arginine/ornithine_antiporter
G_contig000090	131103.0	arcD_1	171	0	3	Arginine/ornithine_antiporter
G_contig000090	131208.0	arcD_1	66	0	3	Arginine/ornithine_antiporter
G_contig000090	130197.0	arcD_1	1077	0	4	Arginine/ornithine_antiporter
G_contig000090	130645.0	arcD_1	629	0	4	Arginine/ornithine_antiporter
G_contig000090	130637.0	arcD_1	637	2	2	Arginine/ornithine_antiporter
G_contig000084	161092.0	dctA_3/lutR_5	intergenic_(+88/-85)	0	1	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161093.0	dctA_3/lutR_5	intergenic_(+89/-84)	0	1	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161097.0	dctA_3/lutR_5	intergenic_(+93/-80)	0	1	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161056.0	dctA_3/lutR_5	intergenic_(+52/-121)	2	4	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161060.0	dctA_3/lutR_5	intergenic_(+56/-117)	2	4	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161061.0	dctA_3/lutR_5	intergenic_(+57/-116)	2	4	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	161063.0	dctA_3/lutR_5	intergenic_(+59/-114)	2	4	Aerobic_C4-dicarboxylate_transport_protein/HTH-type_transcriptional_regulator_LutR
G_contig000084	294124.0	yycF_2/G_04786	intergenic_(+77/+58)	0	5	Transcriptional_regulatory_protein_YycF/Bacterial_transcriptional_regulator
G_contig000084	294125.0	yycF_2/G_04786	intergenic_(+78/+57)	0	5	Transcriptional_regulatory_protein_YycF/Bacterial_transcriptional_regulator
G_contig000007	322397.0	G_01357/relB	intergenic_(-90/-446)	1	1	hypothetical_protein/Antitoxin_RelB
G_contig000007	322398.0	G_01357/relB	intergenic_(-91/-445)	1	1	hypothetical_protein/Antitoxin_RelB
G_contig000007	322401.0	G_01357/relB	intergenic_(-94/-442)	1	1	hypothetical_protein/Antitoxin_RelB
G_contig000007	322403.0	G_01357/relB	intergenic_(-96/-440)	1	1	hypothetical_protein/Antitoxin_RelB
G_contig000007	322422.0	G_01357/relB	intergenic_(-115/-421)	1	1	hypothetical_protein/Antitoxin_RelB
G_contig000010	449376.0	gmr_6	1205	0	4	Cyclic_di-GMP_phosphodiesterase_Gmr
G_contig000010	449517.0	gmr_6	1346	0	4	Cyclic_di-GMP_phosphodiesterase_Gmr
G_contig000001	100792.0	gmr_1	1620	0	5	Cyclic_di-GMP_phosphodiesterase_Gmr
G_contig000001	101798.0	gmr_1	2626	1	4	Cyclic_di-GMP_phosphodiesterase_Gmr
G_contig000088	195918.0	G_05139/fhuC_2	intergenic_(+30/+84)	0	5	Acetyltransferase_(GNAT)_family_protein/Iron(3+)-hydroxamate_import_ATP-binding_protein_FhuC
G_contig000088	195925.0	G_05139/fhuC_2	intergenic_(+37/+77)	0	5	Acetyltransferase_(GNAT)_family_protein/Iron(3+)-hydroxamate_import_ATP-binding_protein_FhuC
G_contig000084	308677.0	G_04801	324	0	2	hypothetical_protein
G_contig000084	308684.0	G_04801	317	0	2	hypothetical_protein
G_contig000084	308746.0	G_04801	255	0	2	hypothetical_protein
G_contig000032	1781.0	G_02991/G_02992	intergenic_(+55/+445)	0	1	hypothetical_protein/hypothetical_protein
G_contig000032	1795.0	G_02991/G_02992	intergenic_(+69/+431)	2	4	hypothetical_protein/hypothetical_protein
G_contig000091	24433.0	G_05625/dmlR_36	intergenic_(+75/+139)	0	3	Cupin_domain_protein/HTH-type_transcriptional_regulator_DmlR
G_contig000091	24434.0	G_05625/dmlR_36	intergenic_(+76/+138)	0	3	Cupin_domain_protein/HTH-type_transcriptional_regulator_DmlR
G_contig000036	41414.0	G_03039/oxyR_4	intergenic_(-259/-137)	1	5	putative_transporter_YfdV/Hydrogen_peroxide-inducible_genes_activator
G_contig000036	41420.0	G_03039/oxyR_4	intergenic_(-265/-131)	1	5	putative_transporter_YfdV/Hydrogen_peroxide-inducible_genes_activator
G_contig000082	32107.0	mscM_2/G_04444	intergenic_(-106/+107)	0	1	Miniconductance_mechanosensitive_channel_MscM_precursor/nicotinamidase/pyrazinamidase
G_contig000082	32108.0	mscM_2/G_04444	intergenic_(-107/+106)	0	1	Miniconductance_mechanosensitive_channel_MscM_precursor/nicotinamidase/pyrazinamidase
G_contig000082	32109.0	mscM_2/G_04444	intergenic_(-108/+105)	0	1	Miniconductance_mechanosensitive_channel_MscM_precursor/nicotinamidase/pyrazinamidase
G_contig000058	175338.0	G_03648/G_03649	intergenic_(-989/+388)	0	2	hypothetical_protein/hypothetical_protein
G_contig000058	175345.0	G_03648/G_03649	intergenic_(-996/+381)	0	2	hypothetical_protein/hypothetical_protein
G_contig000058	175460.0	G_03648/G_03649	intergenic_(-1111/+266)	0	3	hypothetical_protein/hypothetical_protein
G_contig000058	175462.0	G_03648/G_03649	intergenic_(-1113/+264)	0	3	hypothetical_protein/hypothetical_protein
G_contig000058	175474.0	G_03648/G_03649	intergenic_(-1125/+252)	0	3	hypothetical_protein/hypothetical_protein
G_contig000058	175479.0	G_03648/G_03649	intergenic_(-1130/+247)	0	3	hypothetical_protein/hypothetical_protein
G_contig000058	175321.0	G_03648/G_03649	intergenic_(-972/+405)	1	5	hypothetical_protein/hypothetical_protein
G_contig000058	24584.0	bepE_2	2168	0	1	Efflux_pump_membrane_transporter_BepE
G_contig000058	26441.0	bepE_2	311	0	3	Efflux_pump_membrane_transporter_BepE
G_contig000010	364592.0	yhdY	759	1	3	Inner_membrane_amino-acid_ABC_transporter_permease_protein_YhdY
G_contig000010	364361.0	yhdY	528	2	4	Inner_membrane_amino-acid_ABC_transporter_permease_protein_YhdY
G_contig000082	42268.0	G_04450	1750	0	5	hypothetical_protein
G_contig000082	42273.0	G_04450	1755	0	5	hypothetical_protein
G_contig000082	42275.0	G_04450	1757	0	5	hypothetical_protein
G_contig000088	230386.0	G_05170/truA	intergenic_(+43/-166)	0	3	hypothetical_protein/tRNA_pseudouridine_synthase_A
G_contig000088	230391.0	G_05170/truA	intergenic_(+48/-161)	0	3	hypothetical_protein/tRNA_pseudouridine_synthase_A
G_contig000088	230394.0	G_05170/truA	intergenic_(+51/-158)	0	3	hypothetical_protein/tRNA_pseudouridine_synthase_A
G_contig000088	230395.0	G_05170/truA	intergenic_(+52/-157)	0	3	hypothetical_protein/tRNA_pseudouridine_synthase_A
G_contig000088	230403.0	G_05170/truA	intergenic_(+60/-149)	0	3	hypothetical_protein/tRNA_pseudouridine_synthase_A
G_contig000002	61048.0	G_00359	22	0	4	hypothetical_protein
G_contig000002	61615.0	G_00359	589	0	4	hypothetical_protein
G_contig000036	35165.0	G_03032/argT_3	intergenic_(+77/+78)	0	3	YheO-like_PAS_domain_protein/Lysine-arginine-ornithine-binding_periplasmic_protein_precursor
G_contig000036	35167.0	G_03032/argT_3	intergenic_(+79/+76)	0	3	YheO-like_PAS_domain_protein/Lysine-arginine-ornithine-binding_periplasmic_protein_precursor
G_contig000058	213797.0	cobK/G_03684	intergenic_(+77/+44)	0	2	Precorrin-6A_reductase/hypothetical_protein
G_contig000058	213798.0	cobK/G_03684	intergenic_(+78/+43)	0	2	Precorrin-6A_reductase/hypothetical_protein
G_contig000058	213802.0	cobK/G_03684	intergenic_(+82/+39)	0	2	Precorrin-6A_reductase/hypothetical_protein
G_contig000091	257031.0	lrp_7/G_05840	intergenic_(+211/+258)	0	2	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	257178.0	lrp_7/G_05840	intergenic_(+358/+111)	0	2	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	257152.0	lrp_7/G_05840	intergenic_(+332/+137)	0	3	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	257154.0	lrp_7/G_05840	intergenic_(+334/+135)	0	5	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	257183.0	lrp_7/G_05840	intergenic_(+363/+106)	0	5	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	256937.0	lrp_7/G_05840	intergenic_(+117/+352)	1	2	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	256945.0	lrp_7/G_05840	intergenic_(+125/+344)	1	2	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000091	257091.0	lrp_7/G_05840	intergenic_(+271/+198)	1	3	Leucine-responsive_regulatory_protein/Branched-chain_amino_acid_transport_protein_(AzlD)
G_contig000010	443253.0	gdh/fabG_3	intergenic_(+44/-94)	0	3	Glucose_1-dehydrogenase/3-oxoacyl-[acyl-carrier-protein]_reductase_FabG
G_contig000010	443256.0	gdh/fabG_3	intergenic_(+47/-91)	0	3	Glucose_1-dehydrogenase/3-oxoacyl-[acyl-carrier-protein]_reductase_FabG
G_contig000010	443257.0	gdh/fabG_3	intergenic_(+48/-90)	0	3	Glucose_1-dehydrogenase/3-oxoacyl-[acyl-carrier-protein]_reductase_FabG
G_contig000001	192421.0	mcpS_3	457	0	2	Methyl-accepting_chemotaxis_protein_McpS
G_contig000001	192012.0	mcpS_3	48	0	5	Methyl-accepting_chemotaxis_protein_McpS
G_contig000010	75292.0	pagL/G_01768	intergenic_(+85/+137)	0	5	Lipid_A_deacylase_PagL_precursor/Flagellin_N-methylase
G_contig000010	75294.0	pagL/G_01768	intergenic_(+87/+135)	0	5	Lipid_A_deacylase_PagL_precursor/Flagellin_N-methylase
G_contig000010	75307.0	pagL/G_01768	intergenic_(+100/+122)	0	5	Lipid_A_deacylase_PagL_precursor/Flagellin_N-methylase
G_contig000010	75315.0	pagL/G_01768	intergenic_(+108/+114)	0	5	Lipid_A_deacylase_PagL_precursor/Flagellin_N-methylase
G_contig000044	72611.0	G_03388/fklB_1	intergenic_(+90/+64)	0	4	hypothetical_protein/FKBP-type_22_kDa_peptidyl-prolyl_cis-trans_isomerase
G_contig000044	72613.0	G_03388/fklB_1	intergenic_(+92/+62)	0	4	hypothetical_protein/FKBP-type_22_kDa_peptidyl-prolyl_cis-trans_isomerase
